Feature,Average Weight
sota,0.23856292223548214
ga,0.3626445790795559
saves,0.13034343520042874
psxg,0.02851158165170346
cmp,0.03374419175780967
att,0.02113866345165384
thr,0.04674474867471204
avglen,0.045254069460184176
opp,0.05023978191151013
stp,0.031735256645621206
avgdist,0.011080769931338668
